family,context,response,rs,beta_int,p,n,q,sig
land use,lc_edge,nestedness,VCI_mean,0.0044560734672374515,0.17749476787366725,600,0.473319380996446,False
land use,lc_edge,nestedness,LAI_mean,-0.0049515235180271,0.20170457002968756,600,0.5186688943620537,False
land use,lc_edge,nestedness,EVI_mean,-0.006364581299927974,0.14789866377625752,579,0.4314933709060553,False
land use,lc_edge,nestedness,pml_gpp,-0.008947580169350187,0.035411868701881885,616,0.2128876665219608,False
land use,lc_shannon,Hill q1,Rugosity_mean,0.010579861210235993,0.7310131957209531,666,0.9382689575580467,False
land use,lc_shannon,Hill q1,Vert_CV_mean,-0.04967189596514929,0.04730837033821351,666,0.2128876665219608,False
land use,lc_shannon,Hill q1,VCI_mean,-0.015353401649738422,0.6180049326595427,666,0.8689326519214887,False
land use,lc_shannon,Hill q1,LAI_mean,0.03328253667813873,0.39979322657864413,666,0.7575029556226941,False
land use,lc_shannon,Hill q1,EVI_mean,0.01319397696501124,0.7558713121936359,645,0.9382689575580467,False
land use,lc_shannon,Hill q1,pml_gpp,-0.0008278575312739359,0.9805538290102707,683,0.9891244343373459,False
land use,lc_shannon,Hill q2,Rugosity_mean,0.0028277669607255362,0.915458707442009,666,0.9891244343373459,False
land use,lc_shannon,Hill q2,Vert_CV_mean,-0.045836018796396455,0.05366843085087925,666,0.22730158948607684,False
land use,lc_shannon,Hill q2,VCI_mean,-0.022058547678686022,0.416587837481014,666,0.7690561548437327,False
land use,lc_shannon,Hill q2,LAI_mean,0.027282339302598158,0.4755852784763044,666,0.7817331702281954,False
land use,lc_shannon,Hill q2,EVI_mean,0.008820068478570725,0.8145228501089498,645,0.9774274201307397,False
land use,lc_shannon,Hill q2,pml_gpp,-0.0036085048248876567,0.9054887460081711,683,0.9891244343373459,False
land use,lc_shannon,turnover,Rugosity_mean,-0.007784354855110921,0.5658366236021377,600,0.8378969565303822,False
land use,lc_shannon,turnover,Vert_CV_mean,-0.010190792449413183,0.4760401023531513,600,0.7817331702281954,False
land use,lc_shannon,turnover,VCI_mean,-0.010057338940733965,0.4385596282445766,600,0.7701534935026711,False
land use,lc_shannon,turnover,LAI_mean,0.02378260244485876,0.05768156535136581,600,0.23072626140546323,False
land use,lc_shannon,turnover,EVI_mean,0.0488016280575537,0.000336598471751651,579,0.008078363322039624,True
land use,lc_shannon,turnover,pml_gpp,0.013525244769391322,0.27438210691099874,616,0.6372745708900616,False
land use,lc_shannon,nestedness,Rugosity_mean,-0.0034315520087481108,0.32833570055383676,600,0.6945739960426707,False
land use,lc_shannon,nestedness,Vert_CV_mean,0.007085097028788305,0.044742373634878096,600,0.2128876665219608,False
land use,lc_shannon,nestedness,VCI_mean,0.0038523010109072957,0.2970728965930196,600,0.6481590471120429,False
land use,lc_shannon,nestedness,LAI_mean,-0.003972205023835811,0.34728699802133534,600,0.6945739960426707,False
land use,lc_shannon,nestedness,EVI_mean,-0.0053705349031819725,0.12054894775005247,579,0.37737061904364255,False
land use,lc_shannon,nestedness,pml_gpp,-0.007668620502879425,0.01968818279293923,616,0.2128876665219608,False
land use,lc_forest_frac,Hill q1,Rugosity_mean,-0.011147656682626208,0.7031656205334618,666,0.9375541607112824,False
land use,lc_forest_frac,Hill q1,Vert_CV_mean,0.04004982926352173,0.03763685922179059,666,0.2128876665219608,False
land use,lc_forest_frac,Hill q1,VCI_mean,0.02899760945225533,0.15645767243271994,666,0.43326740058291674,False
land use,lc_forest_frac,Hill q1,LAI_mean,-0.004216976186916917,0.8774381754789433,666,0.9891244343373459,False
land use,lc_forest_frac,Hill q1,EVI_mean,0.016995283140908396,0.6038518381161823,645,0.8689326519214887,False
land use,lc_forest_frac,Hill q1,pml_gpp,-0.006030953542479463,0.8648516958845706,683,0.9891244343373459,False
land use,lc_forest_frac,Hill q2,Rugosity_mean,0.00034472408750606254,0.9891244343373459,666,0.9891244343373459,False
land use,lc_forest_frac,Hill q2,Vert_CV_mean,0.037461075050853394,0.034122403159862764,666,0.2128876665219608,False
land use,lc_forest_frac,Hill q2,VCI_mean,0.03445314262252501,0.06948335363863951,666,0.25014007309910224,False
land use,lc_forest_frac,Hill q2,LAI_mean,0.0023593203155129923,0.9348558726198797,666,0.9891244343373459,False
land use,lc_forest_frac,Hill q2,EVI_mean,0.019989205460894402,0.4809041796429039,645,0.7817331702281954,False
land use,lc_forest_frac,Hill q2,pml_gpp,0.0011852066424328286,0.9702553242923186,683,0.9891244343373459,False
land use,lc_forest_frac,turnover,Rugosity_mean,0.016903008797070802,0.14982408712015807,600,0.4314933709060553,False
land use,lc_forest_frac,turnover,Vert_CV_mean,-0.008518757565772092,0.6726575541304475,600,0.9137989414602304,False
land use,lc_forest_frac,turnover,VCI_mean,-0.0005337358397519013,0.9738204099329395,600,0.9891244343373459,False
land use,lc_forest_frac,turnover,LAI_mean,-0.03659813617478534,0.030934264929375024,600,0.2128876665219608,False
land use,lc_forest_frac,turnover,EVI_mean,-0.05631022789044618,3.4571741160437677e-06,579,0.0002489165363551513,True
land use,lc_forest_frac,turnover,pml_gpp,-0.007131877171704718,0.6275624708321863,616,0.8689326519214887,False
land use,lc_forest_frac,nestedness,Rugosity_mean,0.0035466479430640904,0.37916165763662435,600,0.737828090536134,False
land use,lc_forest_frac,nestedness,Vert_CV_mean,-0.009269987930335996,0.0033753845158557565,600,0.06075692128540362,False
land use,lc_forest_frac,nestedness,VCI_mean,-0.005697310111747787,0.03924907171701948,600,0.2128876665219608,False
land use,lc_forest_frac,nestedness,LAI_mean,0.006571955902921917,0.04019909313136679,600,0.2128876665219608,False
land use,lc_forest_frac,nestedness,EVI_mean,0.005092836090769794,0.07515325014097415,579,0.25766828619762566,False
land use,lc_forest_frac,nestedness,pml_gpp,0.007247929818196179,0.11185768080740252,616,0.3660796826424082,False
