uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,__site
c12af02e-9709-4c46-8c16-5ab1fc9d22f7,D16,ABBY,ABBY,ABBY_020.basePlot.all,2017-03-01,2017-03-31,Y,estimated,The latest start date is 2017-04-01.,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,ABBY
3a5cce95-9c7e-4493-a46f-01b08e62df92,D16,ABBY,ABBY,ABBY_020.basePlot.all,2017-03-31,2017-04-30,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,ABBY
f925c622-e0b8-4392-96c6-2832bb7574a8,D16,ABBY,ABBY,ABBY_020.basePlot.all,2017-04-30,2017-05-30,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,ABBY
9d19ed6c-9d21-49c8-8f1e-491bc89d6dfc,D16,ABBY,ABBY,ABBY_020.basePlot.all,2017-05-30,2017-06-29,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,ABBY
18e31398-e5f4-44a5-be28-0482735e1804,D16,ABBY,ABBY,ABBY_020.basePlot.all,2017-06-29,2017-07-01,N,estimated,The earliest end date is 2017-06-01.,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,ABBY
291f2833-d167-4b08-ad77-91200f1a7ef2,D16,ABBY,ABBY,"ABBY_007.basePlot.all, ABBY_007.mammalGrid.mam, ABBY_033.mosquitoPoint.mos",2017-07-14,2017-07-14,N,actual,,ABBY.20170714.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,"ABBY_007 (distributed base) and ABBY_033 (mosquito point) are located 100% within the expected spray area. ABBY_007 (mammal grid) is located >50% within the spray area and partially within a riparian buffer zone that was not harvested and likely not sprayed. The \'Havarti Sorts\' harvest unit was sprayed via helicopter on July 14, 2017. According to a posted sign, the chemicals were: \'Rodeo\' (EPA Reg. No. 62719-324), \'Chopper Gen 2\' (EPA Reg. No. 241-430), and \'Dust Extra\' (EPA Reg. No. 432-1552). The Havarti Sorts harvest unit was sprayed aerially on July 14, 2017.",bvierra@battelleecology.org,,ABBY
0e13e8cc-dddd-4e41-8d3b-b8ad8462f246,D16,ABBY,ABBY,ABBY_001.tickPlot.tck,2017-07-17,2017-07-19,N,,,ABBY.20170717.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-soilDisruption,,,,,,1.0,2.0,m,primary,Disturbed soil and vegetation along tick drag path. Soil sampling pit dug in incorrect plot by contractors. Vegetation also trampled/matted down in vicinity. Contractors mistakenly dug a soil pit at the ABBY_001 tick plot rather than the ABBY_001 base plot. This happened no earlier than 2017-07-17 and no later than 2017-07-19. NEON field technicians discovered the disturbance while sampling for ticks ABBY_001 for ticks on 2017-07-19. The soil pit location was along or adjacent to the tick drag path.,bvierra@battelleecology.org,,ABBY
a4ae8170-a8af-4371-9542-307d0e7dfe3b,D16,ABBY,ABBY,"ABBY_031.mosquitoPoint.mos, ABBY_035.mosquitoPoint.mos, ABBY_036.mosquitoPoint.mos",2017-08-08,2017-08-08,N,actual,,ABBY.20170808.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,Posted sign identified the chemicals used as Garlon 3a (EPA Registration No. 62719-037) and Roundup Pro (EPA Registration No. 524-529). Posted signs announced herbicide application along state forest road L-1070 and spurs. Specified plots are located along this road and may have been sprayed.,bvierra@battelleecology.org,,ABBY
4cad0e02-7a74-4fbc-8845-92fd49f39714,D16,ABBY,ABBY,ABBY_031.mosquitoPoint.mos,2017-09-07,2017-09-07,N,actual,,ABBY.20170907.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,"Chemicals used not recorded by sampling crew. Mosquito sampling crew discovered that roadside herbicide application had occurred between September 7, 2017 morning and evening collections. ABBY_031 is located along the affected road and may have been sprayed.",bvierra@battelleecology.org,,ABBY
a6f5b01b-9f22-4ecc-b8e4-b69165f301c0,D16,ABBY,ABBY,ABBY_019.basePlot.all,2018-01-01,2018-01-31,Y,estimated,The latest start date is 2018-03-01.,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20.0,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,ABBY
71359b41-192a-461c-9702-49e57590779f,D16,ABBY,ABBY,ABBY_019.basePlot.all,2018-01-31,2018-03-02,Y,actual,,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20.0,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,ABBY
d485570e-1ed1-4b3d-ad35-786bc5e90e23,D16,ABBY,ABBY,ABBY_019.basePlot.all,2018-03-02,2018-04-01,Y,actual,,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20.0,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,ABBY
8970d7c8-59a4-4f53-b2db-9f5936b87c12,D16,ABBY,ABBY,ABBY_019.basePlot.all,2018-04-01,2018-04-15,N,estimated,The earliest end date is 2018-04-01.,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20.0,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,ABBY
6bca7b50-804e-4de9-a1e6-260a2e5b2adf,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",2018-05-01,2018-05-31,Y,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800.0,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,ABBY
4766e72f-2bd5-462b-86d4-9ee19c1ba718,D16,ABBY,ABBY,ABBY_019.basePlot.all,2018-05-07,2018-05-21,N,estimated,The latest start date is 2018-05-14. The earliest end date is 2018-05-14.,ABBY.20180507.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,Y,,,,primary,Stand maintenance: removal of shrub/tree competition to encourage PSMEM growth.,Jzemaitis@battelleecology.org,,ABBY
d9c8ee5f-58fd-41fe-a856-0b44ec1c8fdb,D16,ABBY,ABBY,"SOILPL102035, SOILPL102064, SOILPL102091, SOILPL102123, SOILPL102150",2018-05-30,2018-06-12,N,,,ABBY.20180530.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Trees were cut and left in place within and around all soil plots at ABBY, both coniferous (PSMEM) and deciduous (ALRU2, FRPU7, COCOC) individuals. This thinning appears to be prescribed as part of the stand management regime in place by our site host. No instrument were damaged in the process.",Kjones02@battelleecology.org,,ABBY
9bbcdf8c-4b00-47ba-994e-1c61d4e559cd,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",2018-05-31,2018-06-30,N,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800.0,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,ABBY
bcedd445-c85a-4223-8ba2-4f505e5e48c2,D16,ABBY,ABBY,"ABBY_002.basePlot.all, ABBY_002.tickPlot.tck, ABBY_002.mammalGrid.mam",2018-06-10,2018-07-06,N,estimated,The latest start date is 2018-06-15. The earliest end date is 2018-06-30.,ABBY.20180610.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-other,,,,,,,,,primary,"New mountain biking trail created through plots. Minimal impact to sampling. Did not cross into inner 20x20 of base plots. Snakes through three lines of mammal grid, but does not interfere with trap locations.",bcarroll@neoninc.org,,ABBY
a7543b95-abf7-4829-87b4-540b399a5075,D16,ABBY,ABBY,ABBY_035.mosquitoPoint.mos,2019-08-26,2019-09-25,Y,,,ABBY.20190826.obstruction,NEON.DOC.003282vB,obstruction,obstruction,,,,,,,,,primary,Logging being conducted above the road that is used to access this mosquito point. Heavy log-truck traffic made for unsafe conditions to access the mosquito point.,0000-0001-9581-8937,,ABBY
eede94f0-1609-4d53-a9d9-ba082d1b42b4,D16,ABBY,ABBY,ABBY_035.mosquitoPoint.mos,2019-09-25,2019-09-26,N,,,ABBY.20190826.obstruction,NEON.DOC.003282vB,obstruction,obstruction,,,,,,,,,primary,Logging being conducted above the road that is used to access this mosquito point. Heavy log-truck traffic made for unsafe conditions to access the mosquito point.,0000-0001-9581-8937,,ABBY
08917679-c234-4611-931e-8d0cd1e5f12e,D16,ABBY,ABBY,"ABBY_001.basePlot.all,ABBY_002.basePlot.all,ABBY_003.basePlot.all,ABBY_004.basePlot.all,ABBY_005.basePlot.all,ABBY_006.basePlot.all,ABBY_007.basePlot.all,ABBY_008.basePlot.all,ABBY_009.basePlot.all,ABBY_010.basePlot.all,ABBY_011.basePlot.all,ABBY_012.basePlot.all,ABBY_013.basePlot.all,ABBY_014.basePlot.all,ABBY_015.basePlot.all,ABBY_016.basePlot.all,ABBY_017.basePlot.all,ABBY_018.basePlot.all,ABBY_019.basePlot.all,ABBY_020.basePlot.all,ABBY_021.basePlot.all,ABBY_022.basePlot.all,ABBY_023.basePlot.all,ABBY_024.basePlot.all,ABBY_025.basePlot.all,ABBY_026.basePlot.all,ABBY_027.basePlot.all,ABBY_028.basePlot.all,ABBY_029.basePlot.all,ABBY_030.basePlot.all,ABBY_061.basePlot.all,ABBY_062.basePlot.all,ABBY_063.basePlot.all,ABBY_064.basePlot.all,ABBY_065.basePlot.all,ABBY_066.basePlot.all,ABBY_067.basePlot.all,ABBY_068.basePlot.all,ABBY_069.basePlot.all,ABBY_070.basePlot.all,ABBY_073.basePlot.all,ABBY_074.basePlot.all,ABBY_075.basePlot.all,ABBY_076.basePlot.all,ABBY_001.tickPlot.tck,ABBY_002.tickPlot.tck,ABBY_003.tickPlot.tck,ABBY_005.tickPlot.tck,ABBY_006.tickPlot.tck,ABBY_023.tickPlot.tck,ABBY_002.mammalGrid.mam,ABBY_003.mammalGrid.mam,ABBY_004.mammalGrid.mam,ABBY_007.mammalGrid.mam,ABBY_010.mammalGrid.mam,ABBY_011.mammalGrid.mam,ABBY_014.mammalGrid.mam,ABBY_023.mammalGrid.mam,ABBY_031.mosquitoPoint.mos,ABBY_032.mosquitoPoint.mos,ABBY_033.mosquitoPoint.mos,ABBY_034.mosquitoPoint.mos,ABBY_035.mosquitoPoint.mos,ABBY_036.mosquitoPoint.mos,ABBY_037.mosquitoPoint.mos,ABBY_038.mosquitoPoint.mos,ABBY_039.mosquitoPoint.mos,ABBY_040.mosquitoPoint.mos,ABBY_071.phenology.phe,ABBY_072.phenology.phe,ABBY,SOILPL102035,SOILPL102064,SOILPL102091,SOILPL102123,SOILPL102150,MEGAPT102179,TOWER102005,HUT110930,AIRSHED",2021-06-25,2021-06-29,N,estimated,peak heat day estimated to be 6/28/2021,ABBY.20210625.other,NEON.DOC.003282vD,other,other,,,,,,,,,primary,Record-breaking temperatures affected whole region. Some plants on site experienced sunburn damage and were potentially otherwise affected.,0000-0002-6647-0369,,ABBY
86219626-7749-45c7-8558-ae53da1766c7,D16,ABBY,ABBY,"ABBY_002.basePlot.all, ABBY_002.tickPlot.tck, ABBY_002.mammalGrid.mam",2022-07-05,2022-07-06,N,estimated,"The plot area was visited by technicians to collect beetles on 07/05/2022 and them revisited the next day, 07/06/2022, by technicians to collect soils.",ABBY.20220705.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-trail,,,,,,0.3,0.6,m,primary,"A bike trail that runs through all three plots was recently trimmed back on the sides, a few feet (.3-.6 m). The mowing was only observed at the mammal and tick plots, but as it runs through all of them, there is an assumption that distributed plot ABBY_002 was affected as well.",0000-0001-6193-1800,,ABBY
a7fec074-f5af-4dc6-920a-6918966a276c,D16,ABBY,ABBY,AIRSHED,2023-08-10,2023-08-10,N,actual,,ABBY.20230810.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,primary,Removed lower level branches on three PSMEM trees near the tower to restore communications to ABBY site. About 1/6 to 1/9 of the branches in the understory were removed.,0000-0002-0205-7735,,ABBY
406b403c-7b0d-4bd4-b432-855b7f4625f3,D16,ABBY,ABBY,"ABBY_014.mammalGrid.mam, ABBY_031.mosquitoPoint.mos, ABBY_036.mosquitoPoint.mos",2024-03-25,2024-04-24,Y,estimated,First noticed the area closure during an ABBY mosquito bout on March 25th,ABBY.20240325.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,,,100%,,,,primary,The Heart Throb timber sale and associated road closures have prevented access to several plots in the SE corner of our ABBY site.,0009-0005-4412-7737,,ABBY
1135297a-935c-4389-829f-a2d64ed5eb51,D16,ABBY,ABBY,"SOILPL102035, SOILPL102064, SOILPL102091, SOILPL102123, SOILPL102150, TOWER102005, HUT110930, CFGLOC110996, CFGLOC110997",2024-04-11,2024-04-24,N,actual,,ABBY.20240411.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-vandalism,,,,,,,,,primary,The ABBY instrumentation hut was raided by thieves who stole critical infrastructure causing weeks of data loss.,0000-0002-6647-0369,,ABBY
6d52f6ea-fcf3-4038-964c-651dcff4d212,D16,ABBY,ABBY,"ABBY_014.mammalGrid.mam, ABBY_031.mosquitoPoint.mos, ABBY_036.mosquitoPoint.mos",2024-04-24,2024-05-24,Y,actual,,ABBY.20240325.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,,,100%,,,,primary,The Heart Throb timber sale and associated road closures have prevented access to several plots in the SE corner of our ABBY site.,0009-0005-4412-7737,,ABBY
7818c1ce-69be-4a3a-ae58-f60eaf6e4709,D16,ABBY,ABBY,"ABBY_014.mammalGrid.mam, ABBY_031.mosquitoPoint.mos, ABBY_036.mosquitoPoint.mos",2024-05-24,2024-06-10,N,estimated,End date approximate - Noticed road closed signs were removed on our way back from the tower plots during a phenology bout,ABBY.20240325.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Pseudotsuga menziesii (Mirb.) Franco var. menziesii,,,100%,,,,primary,"The Heart Throb timber sale and associated road closures prevented access to several plots in the SE corner of our ABBY site from late-March through mid-June. While the sale was termed a 'variable retention harvest' across the management area, the plots listed above, notably distributed mammal plot 014, now have no standing trees within the plot boundary. The timber sale agreement states that the harvest method was estimated to be 90% ground based and 10% cable harvest. The dominant vegetation harvested was PSMEM, but ALRU2 and THPL are also mentioned in the timber sale contract. There are numerous slash piles scattered throughout the harvest area with sparse retention/return of POMU.",0009-0005-4412-7737,,ABBY
1e91d985-6feb-4af6-9c9f-0e47924761db,D16,ABBY,ABBY,ABBY_037.mosquitoPoint.mos,2025-06-19,2025-06-19,N,actual,MOS trap mowed over by road maintenance,ABBY.20250619.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,primary,Mosquito trap mowed over by mowing crew,0009-0005-4412-7737,,ABBY
36f1424b-a4e6-412e-b33e-f33f6ee4bbb2,D01,BART,BART,BART,2018-01-09,2018-01-09,N,actual,,BART.20180109.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,Had arborist cut down tree from tower guy wire. Tree was left on ground where it fell to decay naturally.,cgoranson@battelleecology.org,,BART
5a96879c-7ea9-4e24-8c84-318d528bf373,D01,BART,BART,TOWER100501,2018-05-02,2018-05-13,N,,,BART.20180502.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,Two dead tree stems fell on the throughfall collector in BART SP1. We removed the stems and set them down on the ground next to the throughfall collector. This may have happened during a storm on May 4 2018. We visited the site on May 2 and there were no trees on the throughfall collector and we returned on May 14 and the trees were on the sensor. The throughfall collector was not level and the base was bent so we removed it until we get a replacement. Dead trees landed on sensor.,cgoranson@battelleecology.org,,BART
e8f8ff17-716f-4e5b-b104-a066058d9447,D01,BART,BART,SOILPL107991,2018-11-24,2018-11-24,N,actual,,BART.20181124.plantReduction,NEON.DOC.003282vB,plantReduction,other,,,,,Y,,,,primary,"A tree had fallen across the BART soil plot 4, but was suspended over the sensors, not touching them. Arborists climbed trees and used rigging to gently lower the broken bole down to the snow on the ground and cut the stem into logs and moved them just out of the soil plot. There was 15-30 cm of snow on the ground and the arborists are certain that the tree didn't touch the CO2 sensor housings or other sensors, but since they couldn't see sensors below the snow they removed the stem from the plot so the tree wouldn't land on snow-buried sensors when the snow melts in the spring.",cgoranson@battelleecology.org,,BART
f77ad25c-e37a-40b2-8d56-58a1a9fb0eb2,D01,BART,BART,SOILPL107937,2019-10-29,2019-11-14,N,estimated,The latest start date is 2019-11-14. The earliest end date is 2019-10-29.,BART.20191029.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,other,,,,,,1.0,1.0,count,primary,"A tree (Fagus grandifolia, FAGR, American beech) fell on the BART SP2 throughfall collector. DBH ~20 cm. We had a big storm on Oct 31 that may have caused this tree to fall over.",0000-0003-3463-8507,,BART
05072352-20be-4627-b0f2-d35dddea13ce,D01,BART,BART,BART_062.basePlot.all,2020-07-09,2020-08-08,Y,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,BART
96d5ae46-2aa0-4fff-b38c-3c06d73aada5,D01,BART,BART,BART_062.basePlot.all,2020-08-08,2020-09-07,Y,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,BART
